147,1.079,2.019,2.8688,1.4502
148,1.4818,2.4218,2.466,1.4502
149,1.4818,1.6162,3.2717,2.2559
150,1.079,1.6162,2.0632,2.2559
151,0.6761,2.4218,1.2575,0.6446
152,1.079,1.6162,0.8547,2.6587
153,1.4818,2.019,1.6603,1.4502
154,0.6761,2.4218,0.049,1.4502
155,1.8846,1.2133,0.8547,0.6446
156,1.8846,1.2133,1.2575,0.6446
157,1.079,1.2133,1.2575,-0.1611
158,1.4818,0.8105,0.4518,-0.9668
159,1.079,0.8105,-0.3538,-0.1611
160,-0.1295,0.0048,0.049,-0.1611
161,0.2733,0.0048,1.2575,-0.9668
162,-0.5324,0.8105,-0.7567,-0.5639
163,0.2733,0.0048,0.8547,-0.9668
164,-0.1295,0.4077,-0.7567,-1.3696
165,0.6761,0.0048,-0.3538,-1.7724
166,-0.1295,-0.8008,-0.3538,-0.1611
167,-0.9352,0.0048,-0.3538,-2.5781
168,-0.5324,-0.398,-1.5623,-1.7724
169,-0.5324,-0.8008,-1.1595,-1.7724
170,-1.7408,-0.8008,-1.9652,-1.7724
171,-1.7408,-1.2037,-1.9652,-0.9668
172,-0.1295,-1.6065,-1.9652,-0.9668
173,-0.5324,-1.6065,-1.9652,-0.9668
174,-1.338,-1.6065,-1.9652,-0.9668
175,-1.7408,-1.2037,-1.5623,-1.3696
176,-0.9352,-1.2037,-1.5623,-0.5639
177,-2.1437,-0.398,-1.1595,-0.5639
178,-1.7408,-1.2037,-2.368,0.6446
179,-2.5465,-0.8008,-0.3538,1.0474
180,-1.338,-0.398,0.4518,0.6446
181,-1.7408,0.4077,-0.7567,1.0474
182,-1.338,-0.8008,0.8547,0.2417
183,-0.9352,0.0048,-0.3538,0.6446
184,-0.9352,-0.398,1.6603,0.2417
185,-0.1295,0.4077,-0.3538,1.8531
186,0.2733,0.4077,1.2575,0.2417
187,-0.5324,0.4077,0.4518,1.8531
188,-0.5324,0.0048,2.466,0.6446
189,-0.1295,1.6162,0.4518,2.6587
190,0.6761,1.6162,2.466,1.0474
191,0.6761,0.4077,1.6603,3.0616
192,0.2733,1.2133,0.8547,1.8531
193,-0.1295,2.4218,1.6603,2.6587
194,0.6761,2.019,1.6603,3.0616
195,0.2733,2.019,1.6603,2.2559
196,0.6761,1.6162,2.8688,2.2559
197,-0.1295,1.6162,2.466,1.4502
198,0.6761,1.6162,1.2575,1.8531
199,0.2733,1.6162,0.8547,3.0616
200,0.2733,2.019,0.8547,3.0616
201,1.079,0.8105,1.6603,1.0474
202,1.079,1.2133,2.466,1.0474
203,1.079,0.8105,2.0632,0.2417
204,1.4818,0.8105,1.2575,0.2417
205,1.079,0.8105,0.8547,0.2417
206,1.4818,0.8105,0.8547,-0.9668
207,0.2733,0.8105,0.8547,-0.5639
208,0.2733,0.4077,0.4518,-0.5639
209,0.6761,-0.398,0.8547,0.6446
210,0.6761,0.0048,0.4518,-0.5639
211,-0.1295,-0.398,0.4518,-1.3696
212,0.2733,0.0048,0.049,-1.3696
213,0.2733,-0.8008,-1.5623,0.2417
214,-0.1295,-1.6065,-0.3538,-2.5781
215,-0.9352,-0.8008,-1.9652,-0.5639
216,-1.338,-0.398,-1.1595,-0.9668
217,-1.338,-1.2037,-1.5623,-1.7724
218,-1.338,-0.8008,-1.5623,0.2417
219,-0.9352,-1.6065,-0.3538,-2.1753
220,-0.9352,-1.6065,-0.7567,-2.1753
221,-0.5324,-1.2037,-0.3538,-0.9668
222,-0.9352,-0.8008,-1.9652,-0.1611
223,-0.5324,0.0048,-1.5623,-0.9668
224,-0.1295,-0.398,-0.3538,-1.7724
225,0.2733,-0.8008,-0.3538,-1.3696
226,-0.1295,-0.8008,0.4518,-0.9668
227,-1.338,0.0048,-0.7567,-0.5639
228,-0.9352,-0.398,-0.7567,0.2417
229,-0.5324,0.0048,0.4518,-0.1611
230,0.2733,-0.398,0.8547,-1.7724
231,-0.1295,0.0048,0.8547,-0.5639
232,-1.338,0.0048,0.4518,1.4502
233,-1.338,0.4077,0.4518,0.2417
234,-0.9352,-0.398,1.2575,0.6446
235,-0.5324,0.0048,0.049,1.4502
236,-0.5324,0.0048,1.2575,0.6446
237,-0.1295,0.8105,1.6603,1.0474
238,-0.1295,1.2133,0.4518,0.6446
239,-0.1295,0.8105,0.4518,2.2559
240,0.2733,1.6162,0.4518,1.8531
241,-0.1295,2.4218,0.4518,1.4502
242,0.2733,1.2133,2.0632,0.6446
243,1.079,0.4077,0.8547,0.2417
244,1.079,0.8105,0.4518,1.8531
245,-0.5324,1.2133,0.4518,1.4502
246,0.6761,0.8105,2.0632,-0.1611
247,-0.1295,0.4077,-0.3538,1.4502
248,-0.1295,1.2133,-0.7567,0.6446
249,0.6761,0.4077,0.4518,1.0474
250,0.2733,-0.398,0.4518,-0.1611
251,0.2733,0.0048,-0.3538,1.0474
252,-0.9352,0.4077,-0.3538,0.6446
253,-0.1295,0.0048,0.4518,-0.5639
254,-0.1295,0.0048,-0.3538,-0.5639
0,0.2733,0.8105,0.4518,1.8531
1,0.2733,0.4077,2.0632,-0.1611
2,-0.5324,0.8105,0.049,1.0474
3,-0.9352,0.8105,0.8547,1.0474
4,-0.5324,0.4077,1.2575,-0.1611
5,-0.5324,0.4077,0.049,0.6446
6,0.2733,0.0048,-0.3538,0.6446
7,0.6761,0.0048,0.8547,1.0474
8,-0.5324,0.4077,-0.3538,-0.1611
9,-0.1295,0.8105,0.049,0.6446
10,-0.5324,-0.398,0.049,0.6446
11,0.2733,-0.8008,-0.7567,1.0474
12,-0.5324,0.0048,0.4518,-0.5639
13,0.2733,0.0048,-0.3538,1.0474
14,-0.5324,0.0048,0.8547,-0.5639
15,0.2733,-0.398,-1.1595,-0.1611
16,-0.1295,0.4077,-1.1595,0.2417
17,0.2733,0.0048,-0.3538,0.2417
18,0.2733,0.0048,1.2575,0.2417
19,-0.9352,0.4077,0.049,-0.5639
20,1.079,0.4077,-1.1595,0.6446
21,-0.9352,0.8105,0.4518,-0.1611
22,0.2733,0.4077,-0.7567,1.8531
23,-0.1295,0.8105,-0.3538,1.0474
24,-0.1295,0.8105,0.8547,1.0474
25,-0.1295,0.8105,0.049,0.6446
26,-0.1295,1.2133,0.4518,0.2417
27,1.079,0.4077,1.2575,-0.5639
28,-0.5324,1.2133,0.4518,1.0474
29,0.6761,0.8105,-0.3538,0.2417
30,0.2733,0.4077,1.2575,1.0474
31,0.2733,1.2133,1.2575,1.0474
32,0.6761,0.8105,0.8547,0.6446
33,0.6761,1.2133,0.4518,1.0474
34,-0.1295,0.8105,0.4518,1.4502
35,0.2733,0.4077,1.2575,0.6446
36,0.2733,0.8105,1.2575,0.6446
37,-0.1295,1.2133,0.8547,0.2417
38,1.079,0.0048,0.8547,1.4502
39,-0.1295,0.4077,1.6603,0.6446
40,0.2733,0.8105,1.2575,1.0474
41,-0.1295,0.4077,2.0632,0.6446
42,0.6761,0.0048,1.2575,0.6446
43,1.079,0.4077,0.8547,-0.1611
44,0.2733,0.4077,1.6603,0.2417
45,-0.1295,0.8105,0.049,1.0474
46,0.6761,0.4077,1.2575,0.2417
47,1.079,-0.398,-0.3538,2.2559
48,0.2733,0.0048,0.8547,1.0474
49,1.079,1.2133,1.2575,-0.1611
50,-0.1295,0.0048,0.8547,0.6446
51,0.2733,0.4077,-0.3538,-0.5639
52,1.079,0.8105,0.4518,0.2417
53,-0.1295,0.0048,-0.3538,-0.1611
54,0.2733,0.0048,1.2575,-0.5639
55,0.2733,0.8105,-0.3538,0.2417
56,-0.1295,0.0048,-0.7567,0.2417
57,-0.1295,-0.8008,0.8547,-0.1611
58,-0.9352,0.0048,0.049,1.4502
59,-0.9352,0.4077,0.4518,0.6446
60,0.2733,0.4077,-1.1595,0.6446
61,-0.5324,0.0048,0.8547,-0.5639
62,-0.1295,-0.398,0.4518,0.6446
63,-0.1295,0.4077,-0.3538,1.0474
64,-0.1295,0.8105,-0.3538,0.2417
65,0.2733,0.0048,-0.3538,0.6446
66,-0.1295,0.4077,-0.3538,1.0474
67,1.079,0.8105,0.049,-0.1611
68,0.2733,0.4077,0.8547,0.6446
69,-0.1295,1.2133,0.4518,0.6446
70,0.2733,0.8105,-0.3538,1.4502
71,0.2733,0.4077,0.8547,1.0474
72,0.2733,0.8105,0.4518,0.6446
73,-0.1295,0.8105,0.4518,1.4502
74,0.2733,0.8105,0.4518,1.4502
75,-0.1295,1.2133,0.8547,0.6446
76,-0.5324,1.2133,0.4518,1.4502
77,-0.1295,1.6162,0.4518,-0.1611
78,0.6761,1.6162,1.2575,0.6446
79,0.6761,1.2133,1.6603,0.6446
80,0.2733,0.8105,1.2575,-0.1611
81,0.6761,0.4077,0.4518,1.4502
82,-0.1295,1.6162,0.049,0.6446
83,0.6761,0.8105,1.2575,0.2417
84,1.079,1.2133,0.049,1.8531
85,-0.1295,0.8105,0.049,1.4502
86,-0.1295,1.2133,0.049,1.0474
87,0.6761,0.8105,1.2575,1.0474
88,0.6761,0.4077,1.2575,1.4502
89,-0.5324,0.8105,0.8547,-0.1611
90,1.079,0.0048,1.2575,0.2417
91,0.2733,0.8105,0.049,1.0474
92,-0.1295,0.8105,0.049,0.2417
93,0.6761,0.0048,0.4518,0.6446
94,-0.1295,0.0048,1.2575,-0.5639
95,0.6761,0.8105,-0.7567,1.0474
96,-0.5324,0.8105,-0.3538,1.8531
97,-0.1295,-0.398,0.8547,-0.1611
98,-0.1295,1.6162,-0.7567,0.2417
99,-0.1295,-0.398,0.4518,0.6446
100,-0.5324,0.0048,0.4518,-0.5639
101,-0.1295,0.4077,-0.3538,0.2417
102,-0.5324,0.0048,0.8547,-0.5639
103,0.2733,0.4077,0.8547,0.6446
